,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0,0.0043,0.0201,0.037,0.004,0.0054,0.0059,0.0232,9.5e-08,0.0571,0.1621,0.0321,5.0,0.0677,0.28445,0.456,0.35095,0.36144,0.17896,0.21920000000000003,0.08600000000000001,0.048960000000000004,0.33008000000000004,0.15144000000000002,15.472000000000001,0.0744,0.002,1.38e-07,0.0023,0.0031,0.003,0.0069,0.1039,0.012,0.00041,0.183,4.762e-06,1.855,0.0083
