,f_sI_xc,f_xI_xc,f_ch_xc,f_pr_xc,f_li_xc,N_xc,N_I,N_aa,C_xc,C_sI,C_ch,C_pr,C_li,C_xI,C_su,C_aa,f_fa_li,C_fa,f_h2_su,f_bu_su,f_pro_su,f_ac_su,N_bac,C_bu,C_pro,C_ac,C_bac,Y_su,f_h2_aa,f_va_aa,f_bu_aa,f_pro_aa,f_ac_aa,C_va,Y_aa,Y_fa,Y_c4,Y_pro,C_ch4,Y_ac,Y_h2
0,0.1,0.2,0.2,0.2,0.3,0.0026857142857142856,0.004285714285714286,0.007,0.03,0.03,0.0313,0.03,0.022,0.03,0.0313,0.03,0.95,0.0217,0.19,0.13,0.27,0.41,0.005714285714285714,0.025,0.0268,0.0313,0.0313,0.1,0.06,0.23,0.26,0.05,0.4,0.024,0.08,0.06,0.06,0.04,0.0156,0.05,0.06
